Character,Dialogue,Season,Episode
Joey,looks at her for a moment what the hell are you talking about,9,19
Rachel,shakes her head alright alright look just uh just try to remember how  you felt when you were in love and think about that when you are playing the scene,9,19
Joey,approvingly oh ok yeah i think i can do that yeah ok there is this party scene coming up and olivia and her husband are there and all drake wants to do is grab her and kiss her but he cannot and that makes me think about all those times when i wanted to grab you and kiss you but you didnot know so i would just pretend everything was cool but really it was killing me,9,19
Rachel,looks touched joey you neveryou never talked about that before,9,19
Joey,well hey you know what else i could use there is a scene where drake sneaks into olivia is bedroom and she doesnot know he is there  which never happened with us and he knows he shouldnot be there but he just wants to look at her you know in a romantic voice and i remember all those mornings before you even put on your makeup when i would think to myself my god sheis beautiful rachel looks very moved and it hurts so much cuz i knew i could never tell you pauses while looking at her with sentiment but it was worth it just to be there looking at you,9,19
Chandler,i got you something from vermont sits down at the table,9,19
Monica,without looking up from what she is doing besides tampons and salt then looks ooh my god maple candy that is so sweet of you opens the box that is weirdit is empty,9,19
Joey,enters the room hey you guys what are you doing tomorrow night,9,20
Chandler,browsing through a diary well let me see ii believe im yes falling asleep in front of the tv,9,20
Joey,look my agent hooked me up with six tickets to a great play,9,20
Chandler,i could fall asleep at a play,9,20
Phoebe,what is it,9,20
Joey,it is a onewoman play called why do not you like me a bitter woman is journey through life,9,20
Monica,it sounds interesting,9,20
Ross,yeah it does sound interesting i mean to listen to a woman complain for two hours i do not think it gets bett ross starts snoring faking to fall asleep,9,20
Phoebe,i know i know we can drive we can vote we can work what more do these broads want,9,20
Joey,you guys are gonna have a great time i promise,9,20
Ross,what how come that you do not have to go,9,20
Joey,i wish i could but i just found out that i have to be at work really early the next day so i cannot go but you know take the extra ticket and invite whoever you want,9,20
Chandler,browsing through a diary uh let is see who do i hate,9,20
Rachel,gets up from the sofa and moves to the kitchen but joey blocks her way oh sorry oops sorry,9,20
Joey,lifts rachel up and moves her behind him so she can walk on hey here you go,9,20
Rachel,ooh oooh pause rachel is all bahjiggity about joey oh ah pause to monica can i ask you a question,9,20
Monica,yeah,9,20
Rachel,do you think it is possible for two friends to fool around and and not have it be a big deal,9,20
Monica,no i do not think it ever works why,9,20
Rachel,no reason,9,20
Monica,no no rachel,9,20
Rachel,yeah,9,20
Monica,who do you wanna fool around with,9,20
Rachel,with high pitched voice nobody forget it,9,20
Monica,whispering you cannot,9,20
Rachel,whispering why monica gesticulates mumbling something that starts with because seriously i did not understand a word that you said,9,20
Monica,in the hall,9,20
Monica,you wanna fool around with joey,9,20
Rachel,yeah you know ever since i had that dream about him and cannot get it out of my head and what is the big deal people do it all the time,9,20
Monica,who who do you know that are friends that just fool around,9,20
Rachel,ok off the top of my head don and janet,9,20
Monica,who who are they,9,20
Rachel,i know them from work,9,20
Monica,both of them,9,20
Rachel,no one of them,9,20
Monica,which one,9,20
Rachel,i do not know what were the names i just said,9,20
Monica,rachel things can get incredibly complicated,9,20
Rachel,all right all right you are right i wonot do anything with joey i just thought that we joey enters the hall ok so that would be two cups of tarragon one pound of baking soda and one red onion joey enters his apartment,9,20
Monica,what the hell are you cooking,9,20
Ross,hey,9,20
Monica,hey,9,20
Chandler,hey,9,20
Ross,hey you guys wonot believe what i have to do for work today,9,20
Chandler,yes but ross you chose a career of talking about dinosaurs,9,20
Ross,covering with his hand chandler is face like pretending he is not there to monica there are these two professors who are joining my department and i have to meet them here and show them around campus,9,20
Monica,what is so bad about that,9,20
Ross,it is i just know they are gonna be a couple of windbags wearing tweed jackets with suede elbow patches,9,20
Monica,fingering her elbow ross,9,20
Ross,looking his elbow where there is a patch these arenot suede,9,20
Ross,hi hi im ross geller,9,20
Ross,oh oh that is that is that is nice,9,20
Ross,oh no it is no big deal i mean if i werenot doing this i would just you know be at the gym working out,9,20
Monica,to chandler is he gonna introduce us,9,20
Chandler,to monica no i think we are just blurry shapes to him now,9,20
Ross,oh ha i wrote that in one minute,9,20
Monica,to chandler twenty bucks says they are married within the month,9,20
Ross,hitting monica with his suitcase to charlie we should probably get going you know we got a lot of ground to cover,9,20
Ross,i do not think so,9,20
Ross,oh well he is obviously late and the rule in my class is if you cannot come on time then do not come at all pause an option that many of my students use pause shall we,9,20
Ross,you know what he is a big boy im sure he will find us ok,9,20
Ross,oh damn it,9,20
Joey,entering the room hey,9,20
Rachel,hey,9,20
Joey,what is happenin,9,20
Rachel,yeah it is a real shame you cannot make it to that onewoman show tonight,9,20
Joey,oh i would love to but i gotta get up so early the next day and so you know me work comes first,9,20
Rachel,oh yeah yeah yeah she plays the answering machine,9,20
Joey,yelling stupid jane rogers,9,20
Rachel,angry you are having a party tonight,9,20
Joey,kinda have a a thing for the days of our life is people,9,20
Rachel,and you werenot going to tell us how did you think you were gonna get away with that,9,20
Joey,i do it every year,9,20
Rachel,you do that every year,9,20
Joey,i didnot have to tell you that im stupider than jane rogers,9,20
Rachel,oh that is why you got these tickets to that play to get rid of us,9,20
Joey,yeah,9,20
Rachel,and last year is that why you sent us to that medieval times restaurant,9,20
Joey,yeah,9,20
Rachel,oh and the year before that when you set up that nighttime tour of that button factory,9,20
Joey,smiling i cannot believe you guys went for that one,9,20
Rachel,joey why wouldnot you invite us to your parties,9,20
Joey,you are fine ok but everyone else acts like an idiot around famous people,9,20
Rachel,well then so you just invite me,9,20
Joey,speaking aloud please i was trying to be nice you are the worst one,9,20
Rachel,oh joey come on please please let me come i will behave i promise i will behave please please please,9,20
Joey,ok ok fine you can come but do not tell anybody else it is up on the roof at 8,9,20
Rachel,yelling and jumping like a child oh a soap opera roof party im going to a soap opera roof party oh my god oh my god realizing how she is behaving and it is out of my system,9,20
Ross,very bored he tries to avoid the conversation speaking to charlie so where did you get your undergraduate degree,9,20
Ross,to charlie oh it is not over,9,20
Ross,so basically all nuts,9,20
Ross,i have lost the will to live,9,20
Ross,what,9,20
Ross,oh ok fine but ehm i just have one question for you ehm aping professor spafford when we exit should we walk or run or prance or stroll,9,20
Ross,entering with charlie oh hey you guys this is charlie charlie this is phoebe and my sister monica,9,20
Phoebe,hi,9,20
Ross,yeah charlie is gonna be joining my department,9,20
Phoebe,oh you are a paleonthologist too pause oh ok now what do you think of ranion is new theory of species variegation in segmented arthopods,9,20
Phoebe,ah ah,9,20
Ross,to phoebe ranion is theory of species variegation,9,20
Phoebe,yeah i saw the article on your coffee table and i memorized the title to freak you out,9,20
Monica,to ross so did you two have fun,9,20
Ross,oh my god she is great i mean wewe have so much in common and she is just cool and funny,9,20
Monica,and i do not know if you have noticed but she is a aloud hotty charlie looks at her hi,9,20
Rachel,she enters wearing a bathrobe hey hi you guys listen you know what im not feeling really well i think i cannot get out for the play,9,20
Ross,really whwhat is wrong,9,20
Rachel,i do not know i think it is kind of serious oh you know i was watching this thing on tv this morning about newcastle disease and i think i might have it,9,20
Rachel, ok who is this,9,20
Ross,im sorry rachel this is charlie wealer she is a collegue,9,20
Rachel,oh hi i would check your hand but im sure you do not want to get my chicken disease,9,20
Monica,hey rachel cancan i see you for a sec,9,20
Rachel,sure monica takes her apart oh,9,20
Monica,you are not sick,9,20
Rachel,what yes i am,9,20
Monica,ok then why are you she opens her robe revealing a nice black dress all dressed up,9,20
Rachel,when you are sick you do whatever you can to make yourself feel better she closes her robe,9,20
Monica,you just wanna stay home so you can make a move on joey,9,20
Rachel,oh no no i heard you before that is so not what this is,9,20
Monica,ok what is this,9,20
Rachel,ok whispering joey is having a secret days of our lives party up on the roof and he sent you guys to the play to get rid of you,9,20
Monica,aloud what,9,20
Ross,looking at them whwhat is going on,9,20
Monica,joey is having a secret days of our lives party up on the roof,9,20
Rachel,and he didnot want you guys to know about it but i came over here to tell you,9,20
Rachel,ok professor or detective,9,20
Phoebe,joey is having a party and he wasnot gonna invite us,9,20
Rachel,yeah and he does it every year that is why he is sending you to that play that is why he sent us to that medieval restaurant and to that button factory,9,20
Phoebe,and that horrible museum tour,9,20
Ross,no i arranged that,9,20
Phoebe,we know about your party joey,9,20
Joey,what party,9,20
Monica,the game is over take off your robe,9,20
Joey,looks perplexed and opens up his robe ok i mean,9,20
Joey,to charlie after covering himself up again nice to meet ya charlie waves hesitantly and joey leaves,9,20
Joey,to some people hey hey alright hey glad you could make it shakes a man is hand thanks for coming,9,20
Monica,oh my god kyle lowder,9,20
Monica,yells after him i love you,9,20
Joey,hey that is why i didnot invite you you have to calm down alright go go get yourself a drink or something,9,20
Monica,oh yeah that is what you want  my inhibitions lowered,9,20
Phoebe,hey,9,20
Monica,excited oh my god can you believe we are surrounded by all this i can barely control myself,9,20
Phoebe,monica you might want to remember that you are married where is chandler anyway looks around,9,20
Monica,shocked oh my god chandler,9,20
Chandler,where the hell is everybody,9,20
Monica,to rachel hey joey said no autographs but if she is gettting one then i want one too to monica and none of this best wishes crap i want love,9,20
Rachel,ok actually mon matthew was just giving me his phone number,9,20
Monica,oh man if i had known i was coming to this party i never would have gotten married,9,20
Rachel,nice to meet you,9,20
Rachel,ok,9,20
Monica,to rachel look at you with all the guys,9,20
Rachel,yeah,9,20
Monica,i guess you have forgotten all about joey,9,20
Rachel,yeah well i guess i have forgotten about joey and clearly you have forgotten about chandler,9,20
Monica,please chandler is the love of my life at which point a man in leather pants walks by oooh leather pants have mercy follows the man in the leather,9,20
Ross,ooh so sad still it cannot be easy for you to leave harvard especially after working alongside a nobel prize winner like albert wintermeyer,9,20
Ross,you you dated albert wintermeyer,9,20
Ross, and you called him alby laughs i mean that is like like calling albert einstein er alby,9,20
Ross,eh you think i mean you went out with a guy who improved the accuracy of radiocarbon dating by a factor of 10,9,20
Ross,very interested oh like what charlie looks at him confused but smiling oh im sorry i do not mean to pry it is just that this must be what regular people experience when they watch access hollywood,9,20
Ross,who is intimidating to a guy who won the nobel prize,9,20
Ross,a little suprised two wha do not tell me you dated benjamin hobart,9,20
Ross,oh my god have you ever been in a relationship with someone who hasnot won the nobel prize,9,20
Ross,oh yeah no no nobel prizes for him,9,20
Ross,huh huh what a loser some more wine takes the halffull glasses and goes to the counter,9,20
Phoebe,hey ross,9,20
Ross,sarcastically oh great after i finish my wine im going to blow my eh averagesized brains out,9,20
Phoebe,oh what is the matter,9,20
Ross,she she only dates geniuses and nobel prize winners oh my god at the chinese restaurant earlier today i put chopsticks in my mouth and pretented to be a woolly mammoth,9,20
Rachel,i always loved that,9,20
Ross,of course you would your brains are smaller than mine rachel nods man i cannot compete with the guys she goes out with they are so out of my league oh my god,9,20
Phoebe,worse,9,20
Ross,oh much much worse i did my impression of joan rivers as one of the earliest amphibians gestures with his hands and says in an impression voice can we walk phoebe starts laughing oh you you like that,9,20
Phoebe,still laughing no points to rachel who stuck two straws in her mouth to look like a mammoth is tusks,9,20
Ross,what turns around to look at rachel,9,20
Rachel,come on i think this is funny ross leaves,9,20
Chandler,to himself oh yes god yes,9,20
Chandler,i i do not know you seem lovely,9,20
Joey,hey ross this is one of my costars dirk to dirk dirk this is my good friend ross ross and dirk shake hands,9,20
Ross,nice to meet you,9,20
Ross,oh im no actor im a professor of palaeontology,9,20
Ross,oh well no but i mean she only goes out with really really smart guys,9,20
Ross,i would lead with that,9,20
Joey,monica,9,20
Monica,do not worry joe i wonot come next year,9,20
Ross,just some boys gave me their phone numbers,9,20
Joey,ah let me see she hands him a pile of tissues damn that is a lot of guys are you a little slutty,9,20
Rachel,drunken voice i think i am,9,20
Joey,browsing the tissues let me see if i approve any of these clowns this guy wears a rug discards one this guy is canadian discards another and this guy is in a cult ok and it costs you 5000 to get to level three and i do not feel any different,9,20
Rachel,picking up the tissues why why what is wrong with these guys,9,20
Joey,nothing major it is just that you know they are not really good enough for you and you deserve the best,9,20
Rachel,joey you are so sweet,9,20
Joey,that is true but you know what it doesnot matter because i already know who you are gonna go home with tonight,9,20
Rachel,who looks around,9,20
Rachel,surprised what with a nervous smile really,9,20
Joey,yes cause we live together that is a joke,9,20
Rachel,oh screw it i didnot get it they highfive,9,20
Joey,gotcha,9,20
Rachel,oh very funny joey,9,20
Monica,oh my god honey im so so so so so sorry,9,20
Chandler,well you should be you missed the most powerful three hours in the history of the theater,9,20
Monica,you really liked it,9,20
Chandler,oh yeah i mean at first i hated it but why wouldnot i because as a man i have been trained bitter woman is tone not to listen pause but after chapter 16 fat single and ready to mingle i was uplifted,9,20
Monica,oh really,9,20
Chandler,oh yeah i had no idea the amazing journey you go through as a woman tell me tell me about your first period,9,20
Monica,no,9,20
Chandler,did somebody sign your bra,9,20
Monica,so i got it when i was 13,9,20
Phoebe,hey ross so listen about you and the dinosaur girl are you really just gonna let a couple of nobel prizes scare you off what is that come on a piece of paper,9,20
Ross,it is actually a 1000000 prize,9,20
Phoebe,go charlie but my point is ok so she dated them but she also broke up with them maybe she is looking to you know,9,20
Ross,yeah maybe i do have my whole career in front of me i mean i can still win a nobel prize although the last two papers i have written were widely discredited,9,20
Phoebe,you are so much more than just brains you are sweet and kind and funny,9,20
Ross,and sexy,9,20
Phoebe,ok well give her a chance to see all of that,9,20
Ross,yeah you are right thanks pheebs im gonna go find her,9,20
Phoebe,good for you and hey i thought your paper on punctuated equilibrium in the devonian era was top notch,9,20
Ross,stop going through my stuff walks away,9,20
Monica,hey,9,20
Rachel,i just wanted to let you know i have changed my mind im gonna do it im gonna kiss joey,9,20
Monica,no you cannot friends hooking up is a bad idea,9,20
Rachel,please what about you and chandler,9,20
Monica,that is different i was drunk and stupid,9,20
Rachel,well hello points to herself,9,20
Monica,what about all the guys that you have got the phone numbers from why do not you just kiss one of them,9,20
Rachel,i could i could but i do not want to i want to kiss joey,9,20
Monica,alright shrugs i think it is a big mistake but it is your decision,9,20
Rachel,pause im gonna do it,9,20
Monica,and i cannot stop you,9,20
Rachel,no,9,20
Phoebe,hey thank you so much for these tickets chandler,9,20
Chandler,oh well this was a really important experience for me and i wanted to share it with you,9,20
Monica,oh you are so wonderful,9,20
Chandler,cannot believe you guys bought that enjoy your slow death runs away,9,20
Monica,it is so weird how did joey end up kissing charlie last night,9,21
Ross,hey i thought i would end up kissing charlie too ok but surprise,9,21
Chandler,i missed most of the party pause charlie is a girl right,9,21
Ross,yes she is this new professor of my department that i did,9,21
Rachel,i do not know why joey had to kiss her i mean of all the girls,9,21
Ross,why do you care so much,9,21
Monica,yes rachel why do you care so much,9,21
Rachel,worried because ross is the father of my child you know,9,21
Ross,oh i do not know they seem to have a shared interest in each,9,21
Phoebe,wow joey and a professor can you imagine if they had kids,9,21
Rachel,all right so ross you are ok with all this i mean,9,21
Ross,yeah it is no big deal i mean i just met her and im fine with,9,21
Ross,oh god i forgot how hot she was,9,21
Joey,hey,9,21
Ross,im gonna get some more coffee,9,21
Ross,ok they both go,9,21
Chandler,to joey so a professor uh,9,21
Joey,yeah she is cool and she is so smart her mind is totally acrimonious,9,21
Ross,uhm no think less of you no i do not think less of you i mean,9,21
Ross,yeah i know the type,9,21
Joey,hey if you wanna grab a bite before work we would better get acrimonious,9,21
Phoebe,entering hey,9,21
Monica,hey,9,21
Phoebe,hey you guys look what i just got she shows them a pair of,9,21
Rachel,oh oh wow i love those where did you get them,9,21
Phoebe,i bought them off ebay they used to belong to the late shania,9,21
Rachel,after a pause phoebe shania twain is still alive,9,21
Phoebe,oh then i overpaid she goes to the bathroom,9,21
Monica,hey what is this,9,21
Rachel,oh it is a gift certificate to this new spa in soho,9,21
Monica,oh you cannot show phoebe this she hates those corporate massage,9,21
Rachel,ah why now i cannot get a massage there are so many things,9,21
Monica,do you wanna go hunting,9,21
Rachel,well i would like to have the option,9,21
Phoebe,coming back from the bathroom what is up she sees the gift,9,21
Rachel,oh,9,21
Phoebe,no you cannot go there you know how i feel about these big,9,21
Monica,and she wants to go hunting too,9,21
Rachel,phoebe come on i do not wanna waste it it would be like throwing,9,21
Phoebe,ok this is not about the money ok it is about it is,9,21
Rachel,i do not care about any of that,9,21
Phoebe,well do you care about friendship,9,21
Rachel,oh,9,21
Phoebe,i feel really strongly about this rachel please do not use,9,21
Rachel,oh not as a friend phoebe fine i wonot use it,9,21
Phoebe,promise,9,21
Rachel,i promise,9,21
Phoebe,thank you she tears up the gift certificate,9,21
Rachel,but i am going hunting,9,21
Monica,entering hey honey i missed you today,9,21
Chandler,oh yeah,9,21
Monica,yeah they kiss what dyou wanna do tonight,9,21
Chandler,oh well maybe we could he sweeps the stuff off the,9,21
Monica,ok trying to turn me on by making a mess know your audience,9,21
Chandler,we really need to take those tests,9,21
Monica,honey we have been trying to have a baby for over a year i think,9,21
Chandler,but i do not wanna do it in a cup,9,21
Monica,what is the big deal,9,21
Chandler,it is weird in a doctor is office,9,21
Monica,it is not ok to do it in a doctor is office but it is ok to do,9,21
Chandler,embarrassed i cannot believe ross told you that pause,9,21
Monica,look i do not wanna do this test either but i really do think,9,21
Chandler,yeah ok im sure that doctor is office cannot be worst than,9,21
Monica,really embarrassed oh,9,21
Chandler,oh yeah rachel talks too,9,21
Joey,sipping red wine from a glass who says that wine has to cost,9,21
Joey,heeey,9,21
Joey,come on in how are ya,9,21
Joey,can i offer you a drink,9,21
Joey,uhoh i hade a pretty hectic day at work too today i had to,9,21
Joey,hey if you need a tour guide point to himself,9,21
Joey,yeah definitely definitely ok what do you wanna see first,9,21
Joey,looking puzzled and nodding ok,9,21
Joey,i know yeah,9,21
Joey,ok let me stop you right there the mets suck ok you wanna,9,21
Joey,which one they all suck,9,21
Joey,looking puzzled i do not think so,9,21
Rachel,to the receptionist hi there,9,21
Rachel,oh hi i have a massage appointment under rachel green and,9,21
Rachel,and taped back together,9,21
Rachel,ok,9,21
Rachel,imitating the receptionist is tone through the glass doors,9,21
Rachel,alrighty then,9,21
Phoebe,ok do we have to talk like that then they are not around she,9,21
Phoebe,but that woman cannot know i work,9,21
Phoebe,cause it is good money but that doesnot change the fact that,9,21
Phoebe,watching around and whispering ok are they listening,9,21
Joey,ross,9,21
Ross,hi,9,21
Joey,i need to talk to you about charlie,9,21
Ross,annoyed oh do you do you really,9,21
Joey,yeah im im kind of having a little problem,9,21
Ross,look if you do not know what the word acrimonious,9,21
Joey,no look you know charlie right she is cool she is funny her,9,21
Ross,get to the problem,9,21
Joey,yes it is just that she is so much smarter than all the girls i have,9,21
Ross,looking down are you wearing two belts,9,21
Joey,checking eh what do you know,9,21
Ross,you were saying you didnot want to seem stupid,9,21
Joey,right right right well she wants to go to all this cultural,9,21
Ross,you know i really do not want to,9,21
Joey,please come on you are the smartest person i know and i really,9,21
Ross,after a short hesitation fine,9,21
Joey,thanks,9,21
Ross,ok let is see oh you should take her to the met,9,21
Joey,the metsss,9,21
Ross,oh no the met the metropolitan museum of art,9,21
Joey,realizing oh that is what she meant pause you know if they are,9,21
Ross,yeah most of it it is a place  packed with confused angry,9,21
Joey,ok all right so i will take her to the met,9,21
Ross,yeah uh uh ok there is this great rare bookstore,9,21
Joey,geez sounds like you should be going on this date,9,21
Ross,but im not pause you know what if you are in the mood for,9,21
Joey,whoa whoa whoa slow down you go way too,9,21
Ross,ok,9,21
Joey,you got to tell me exactly what to do there,9,21
Ross,ok when you walk in the museum take the right that is the antiquities,9,21
Joey,whoa whoa whoa whoa whoa so i walk in the door and make,9,21
Chandler,i have a weird feeling about this place pause how do i,9,21
Monica,because honey i mean this in the sweetest way possible nobody,9,21
Chandler,deposit my specimen you know,9,21
Monica,hey honey my test is down the hall are you sure you are going,9,21
Chandler,yeah i guess,9,21
Monica,i know this is embarrassing but nobody cares no one here even,9,21
Chandler,oh come on,9,21
Monica,hey we are probably fertile let is go home,9,21
Chandler,why are you here,9,21
Chandler,to heaven no no no i mean why why is,9,21
Chandler,what,9,21
Monica,this was fun but i have got an invasive vaginal exam to get to,9,21
Chandler,i would love to stay but i have eh points at the cup got,9,21
Chandler,disgusted i think it just fell off leaves,9,21
Phoebe,in a strange heavy accent hello ja it is time,9,21
Rachel,wow a swedish massage from a real swedish person puts her,9,21
Phoebe,okay then im swedish,9,21
Monica,so what is your name,9,21
Phoebe,it is a normal swedish name ikea,9,21
Rachel,oh what an interesting name,9,21
Phoebe,ja,9,21
Rachel,you know i lifts her head and tries to look in phoebe is,9,21
Phoebe,pushes her head back down time for your scalp massage,9,21
Rachel,sees phoebe is slippers through the hole wow i really love,9,21
Phoebe,is something wrong,9,21
Rachel,no it is just that uhm it feels so good ikea pause,9,21
Phoebe,thinks for a few moments uhm stockholm,9,21
Rachel,damn i wish i knew if that was right,9,21
Joey,gesturing at an imaginary painting note the painterly,9,21
Ross,now do you have any idea what you just said,9,21
Joey,shaking his head as if to say of course not no no my mouth,9,21
Ross,ok now remember when you get to the museum monet is not spelt,9,21
Joey,phonetically looks confused,9,21
Ross,yeah yeah that means you know we just we do not have time,9,21
Joey,ok,9,21
Ross,ok but you know what i gotta say,9,21
Joey,ah im an actor i can memorize anything last week on days,9,21
Ross,wow what does that mean,9,21
Joey,no idea but the guy i said it to dies in the next scene so i,9,21
Ross,ok so let is move on to the renaissance,9,21
Joey,ok caravaggio uses chiaroscuro here to highlight the anguish,9,21
Ross,nah ah nah ah stops him form doing so no no no no adlibbing,9,21
Joey,come on you reaches out to touch the imaginary painting again,9,21
Ross,no slaps his hand,9,21
Chandler,to the nurse at the nurses station my specimen is in the,9,21
Chandler,yeah yeah the hard part is over,9,21
Chandler,i havenot i havenot even thought about the results yet,9,21
Chandler,slightly panicky yeah but what if it is not what if there,9,21
Chandler,smiling again oh oh yeah ok thanks i cannot believe,9,21
Chandler,stares at her intently then yells it was a wendy is,9,21
Phoebe,singing ipan stripan glupi glabi  and that is,9,21
Rachel,wow ikea what a rich culture uhm you know what i have,9,21
Phoebe,oh ja ja,9,21
Rachel,yah she is uhm not very good though phoebe looks devastated,9,21
Phoebe,uhu uhu and why do you think that is,9,21
Rachel,i do not know maybe it is because she has got such callousy,9,21
Phoebe,or maybe she has trouble loosening your knots because you are,9,21
Rachel,now lifts her head phoebe,9,21
Phoebe,you know it is me,9,21
Rachel,for like a half an hour man you can lie about sweden,9,21
Phoebe,how can you come here,9,21
Rachel,how could you not tell me you worked here,9,21
Phoebe,i do not have to tell you everything,9,21
Rachel,yes you do if you are going to make me feel guilty for getting,9,21
Phoebe,tips not included,9,21
Rachel,oh phoebe why did you lie to me about working here,9,21
Phoebe,because i was ashamed ok i sold out for the cash and then,9,21
Rachel,phoebe honey if you hate it so much you should walk out there,9,21
Phoebe,you know what you are right i am gonna quit it is time,9,21
Rachel,good for you pheebs,9,21
Phoebe,ok,9,21
Phoebe,okay walks out and closes the door behind her looks up and,9,21
Ross,haha got ya die die die,9,21
Ross,recovers his composure and starts typing respectfully professor,9,21
Ross,hey how was the met,9,21
Ross,yeah joey really knows his art huh,9,21
Ross,what do you mean,9,21
Ross,perplexed for a moment wait a minute when you guys walked,9,21
Ross,shaking head oh joey joey but still i mean it seems like,9,21
Ross,what,9,21
Ross,what i mean a little but no what go on,9,21
Ross,slowly yeah but you know what i think you should give joey,9,21
Ross,and if you think about it i mean the reason he memorized all,9,21
Ross,that was going to be my next argument,9,21
Joey,hey,9,21
Ross,hey,9,21
Joey,to charlie you are ready,9,21
Joey,aside to ross hey ross that art stuff worked you hooked me,9,21
Ross,glad i could help man,9,21
Joey,although some of that stuff wasnot where you said it was gonna,9,21
Chandler,picking up a plastic cup similar to the one he deposited,9,21
Chandler,hello oh hi doctor connelly pause no she is not here,9,21
Monica,hey sweetie,9,21
Chandler,doctor connelly just called,9,21
Monica,with good news very quickly and wringing hands of course,9,21
Chandler,actually it is both of us,9,21
Monica,what,9,21
Chandler,apparently my sperm have low motility and you have an inhospitable,9,21
Monica,oh what does that mean,9,21
Chandler,it means that my guys wonot get off their barcaloungers,9,21
Monica,chandler,9,21
Chandler,seriously it means that we can keep trying but there is,9,21
Monica,weeping oh my god,9,21
Chandler,im sorry,9,21
Monica,im sorry too,9,21
Chandler,well we are gonna we are gonna figure this out,9,21
Monica,still weeping i know,9,21
Phoebe,imitating the receptionist is tone good morning receptionist,9,21
Phoebe,rachel green angrily son of a bitch she came back,9,21
Phoebe,through the door with a scottish accent are you ready for,9,21
Rachel,speaking to herself and reading cosmopolitan oh lucky me coffee and a live sex show,9,22
Rachel,oh oh im sorry im not i was justi was just reading to emma,9,22
Rachel,yeah yeah it is climax your way to better skin,9,22
Joey,so you need someone who knows fashion to tell you what looks good,9,22
Rachel,hiding herself behind the magazine and whispering not me not me not me not me not me,9,22
Joey,oh hey rach,9,22
Rachel,yeah,9,22
Joey,maybe you could take charlie shopping,9,22
Rachel,oh well,9,22
Joey,are you kidding rachel loves to shop and she has great taste yeah she is the one who taught me you do not wear white after labour day and that you always always always have to put on underwear when you are trying on clothes,9,22
Rachel,ok uhuh let islet is shop,9,22
Joey,to charlie ok you are gonna come back with some very classy clothes aside to rachel and some slutty lingerie slutty,9,22
Phoebe,entering and talking on mobile phone ok great all right bye she hangs up pain in the ass she looks at the others then back at the phone that is off right,9,22
Joey,what is the matter pheebs,9,22
Phoebe,oh mike is sister just invited me to a party tonight he is gonna be there and she was like oh do not worry i asked him he is totally ok with seeing you so now i have to go so he will think that im totally ok with seeing him,9,22
Rachel,which you are not because you have totally hung up on him,9,22
Phoebe,exactly,9,22
Rachel,and you are gonna want him to eat his heart out so you are gonna have to look fabulous,9,22
Phoebe,after a short pause i didnot even think about that pause aaargh sexual politics,9,22
Rachel,hey pheebs imim taking charlie shopping why do not you come and i will help you find something,9,22
Phoebe,ok that will be great,9,22
Joey,oh ainot that nice the three of you trying on slutty lingerie together,9,22
Rachel,that is not what we are gonna do,9,22
Joey,why would you ruin it who was that hurtin,9,22
Chandler,looking at the picture of the female reproductive system wow fortunately she has a very pretty face,9,22
Monica,oh i so cannot believe this my uterus is an inhospitable environment i was trying so hard to be a good hostess,9,22
Chandler,oh i cannot believe my sperm have low motility because let me tell you when i was growing up they sure seem to be in a hurry to get places,9,22
Chandler,hi,9,22
Monica,hi,9,22
Monica,ok,9,22
Chandler,oh damn it,9,22
Monica,do not worry after a while he will tune it out,9,22
Monica,long pause ok,9,22
Chandler,is that a hint because we love you doctor connelly but we do not think we would want you to be our child dr connelly glares at him wow talking about an inhospitable environment,9,22
Rachel,hi ok you are ready to go pick up phoebe and go shopping,9,22
Joey,to charlie alright have a good time they kiss,9,22
Rachel,not gonna find any clothes in there,9,22
Ross,entering hey you guys,9,22
Rachel,hi,9,22
Ross,guess who is up for keynote speaker at the national paleontology conference,9,22
Ross,yeah right what was last time he met a submission deadline for an abstract he and charlie laugh then joey starts laughing too without any reason well why are you laughing,9,22
Joey,just seeing what it would be like to be a paleontologist it is fun yeah,9,22
Ross,professor sherman yeah i have a meeting with him today,9,22
Ross,yeah well i think i know how to dazzle him,9,22
Rachel,oh you are not gonna do a magic trick are ya,9,22
Ross,tsz no he goes to sit down dropping a multicoloured silk streamer off his sleeve,9,22
Chandler,entering hey guys,9,22
Ross,wait a minute you guys oh i wanna ask you something ii i may get to speak at this paleontology convention and if i do i would love for you guys to come and hear me,9,22
Chandler,i think i can safely say that we all have family issues work stuff andor are sick,9,22
Ross,it is in barbados,9,22
Chandler,but you come first,9,22
Rachel,im there,9,22
Joey,bye,9,22
Rachel,bye see ya she goes,9,22
Chandler,sitting down on the couch ok,9,22
Joey,all right so how did it go at the fertility clinic,9,22
Chandler,not as much fun as last time apparently you only get porn if you are giving a sperm sample,9,22
Ross,soso what did the doctor say,9,22
Chandler,well there is surrogacy but monica has dreamt her whole life of carrying a child she has felt that watching a surrogate would be too hard for her,9,22
Joey,so you are ruling out surrogacy,9,22
Chandler,yeah,9,22
Joey,so i do not have to learn what that means,9,22
Chandler,aside from adoption the only other choice is insemination so we are talking about sperm donors,9,22
Joey,enough said im there for you man where is she upstairs,9,22
Chandler,stopping joey ahha,9,22
Ross,how do you feel about all this,9,22
Chandler,i wish there was an easier way for us to have a child but i do not think there is one,9,22
Joey,come on ross be a good guy step up and do it,9,22
